scenario_name,scenario_category,request_id,security_level,risk_score,conf_score,has_qkd,proposed_algorithms,fallback_algorithms,response_time,feedback_success,feedback_latency,feedback_resource_usage,timestamp
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.10374641418457,True,59.1176721748033,0.49270970052845187,2025-10-20T16:23:14.169073
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.112789154052734,True,24.25937351319576,0.6625273644014231,2025-10-20T16:23:22.432364
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.125734329223633,True,36.31363715316989,0.5690630912186018,2025-10-20T16:23:30.699405
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.11733341217041,False,479.7032803414472,0.3106038488358033,2025-10-20T16:23:38.964189
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.144052505493164,True,96.00429321953848,0.3041939631947573,2025-10-20T16:23:47.264887
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.149856805801392,True,50.19076926475374,0.6380382139403482,2025-10-20T16:23:55.561270
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.134470701217651,True,39.655065721161854,0.40269090254253515,2025-10-20T16:24:03.824985
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.137106895446777,True,35.363277304398295,0.5036022373896167,2025-10-20T16:24:12.095097
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.144111156463623,True,26.873965046249868,0.5221782250665934,2025-10-20T16:24:20.387712
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.139125823974609,True,44.955412850414625,0.5816499521316295,2025-10-20T16:24:28.672111
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.155747413635254,True,98.00940153540539,0.5670773613294557,2025-10-20T16:24:36.948510
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.129878759384155,True,65.84604508769964,0.7766885833655166,2025-10-20T16:24:45.215955
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.1157121658325195,True,32.82893060892778,0.7978595695077736,2025-10-20T16:24:53.466645
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.1409711837768555,True,92.33139139963971,0.3390820048144452,2025-10-20T16:25:01.751900
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.154296159744263,True,90.25325819581646,0.3234470830427024,2025-10-20T16:25:10.046928
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.148208856582642,True,75.76761530894314,0.733857783113784,2025-10-20T16:25:18.341489
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.1437318325042725,True,17.10230787237309,0.7981289532510196,2025-10-20T16:25:26.635359
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.124831676483154,True,16.2070809753148,0.3355095311530977,2025-10-20T16:25:34.890724
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.12194037437439,True,76.90763793204104,0.5345695143329627,2025-10-20T16:25:43.158142
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.156616449356079,True,84.08809586329569,0.5745636169452113,2025-10-20T16:25:51.448936
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.132096529006958,True,67.63166859817667,0.503209635092325,2025-10-20T16:25:59.723889
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.1431803703308105,True,99.4106403644667,0.6824142398233919,2025-10-20T16:26:08.003630
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.143634796142578,True,92.38252631171866,0.36866288113946527,2025-10-20T16:26:16.294354
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.156290292739868,True,69.08891100904879,0.7617909891974215,2025-10-20T16:26:24.598555
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.142913103103638,True,17.985294403631936,0.5421512598770899,2025-10-20T16:26:32.888617
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.109374046325684,True,66.98008230792745,0.41102667876265997,2025-10-20T16:26:41.140952
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.130634307861328,False,306.4035585304283,0.7647003313600651,2025-10-20T16:26:49.417558
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.136512279510498,True,98.94701185422957,0.46123733254736327,2025-10-20T16:26:57.685464
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.120443105697632,True,18.66732765938153,0.517827351683896,2025-10-20T16:27:05.952121
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.149200201034546,True,90.72163883003775,0.40265232974664134,2025-10-20T16:27:14.234039
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.153921365737915,True,21.806421392253316,0.727298388981916,2025-10-20T16:27:22.533424
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.117803335189819,True,13.983861738180646,0.4610317599850894,2025-10-20T16:27:30.793224
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.148974657058716,True,84.10216514588002,0.7204755621557277,2025-10-20T16:27:39.097750
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.1134192943573,True,42.09057666058596,0.7572686801519312,2025-10-20T16:27:47.349914
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.119715452194214,True,82.14585340090402,0.4208255222982363,2025-10-20T16:27:55.602729
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.152835369110107,True,55.805210728582644,0.5746944738094276,2025-10-20T16:28:03.903013
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.163147687911987,True,64.29264669343253,0.6639047666878727,2025-10-20T16:28:12.212012
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.129108667373657,True,86.95810462090881,0.6938875229341903,2025-10-20T16:28:20.489328
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.139425277709961,True,33.50159355967914,0.7768330250041819,2025-10-20T16:28:28.774190
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['FALLBACK_AES', 'PQC_KYBER', 'AES_256_GCM']",[],6.135351657867432,True,77.44922689558659,0.7650932560249011,2025-10-20T16:28:37.060431
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.148074626922607,True,61.81105604132487,0.3818498891758679,2025-10-20T16:28:45.331900
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.1382012367248535,True,93.08386670464,0.7635703661042478,2025-10-20T16:28:53.616453
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.163395643234253,True,64.37739577798973,0.6922885995312642,2025-10-20T16:29:01.927791
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.147828817367554,True,93.89083486796133,0.5754728954053794,2025-10-20T16:29:10.192454
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.155262231826782,True,72.87264122420359,0.7775992020850777,2025-10-20T16:29:18.491742
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.147135019302368,True,95.94628391057009,0.6394884643294096,2025-10-20T16:29:26.781766
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.157541751861572,True,30.0395088288863,0.7588863387286313,2025-10-20T16:29:35.083323
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.143877029418945,True,16.302797604253133,0.7753649651487443,2025-10-20T16:29:43.378861
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.124892711639404,True,49.855045225846375,0.4303780874627643,2025-10-20T16:29:51.650500
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.1221301555633545,True,32.49330801397863,0.4692702228228053,2025-10-20T16:29:59.914333
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.159479379653931,True,42.19653166947196,0.5570053648761117,2025-10-20T16:30:08.219078
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.163921356201172,True,55.927365228471494,0.724963056963887,2025-10-20T16:30:16.505384
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.136569023132324,True,83.51491195442499,0.38709036104383576,2025-10-20T16:30:24.776569
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.1033337116241455,True,12.01925413926361,0.7403467639633509,2025-10-20T16:30:33.027361
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.115053415298462,True,17.14023943539999,0.38242037199844336,2025-10-20T16:30:41.291828
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.128316879272461,True,16.618622977863478,0.6411147606874459,2025-10-20T16:30:49.565177
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.152329206466675,True,87.21607855436467,0.7199576437996391,2025-10-20T16:30:57.869714
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.133464813232422,True,31.4178616608593,0.5429954159408779,2025-10-20T16:31:06.151025
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.151581525802612,True,10.876147165895123,0.5226541710217731,2025-10-20T16:31:14.450136
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['QKD_DECOY', 'PQC_KYBER', 'AES_256_GCM']",[],6.159632921218872,True,98.57861477512071,0.48827618249425087,2025-10-20T16:31:22.755909
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.1120264530181885,True,40.24450042316599,0.3397555564954616,2025-10-20T16:31:31.013748
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.146106481552124,True,64.62834581038271,0.5429128270374997,2025-10-20T16:31:39.297678
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.152170181274414,True,90.07645927841885,0.6698036620059138,2025-10-20T16:31:47.591526
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.129758596420288,True,75.5387310919699,0.4197371779161439,2025-10-20T16:31:55.850530
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.1550071239471436,False,284.3881133834516,0.6046679786765958,2025-10-20T16:32:04.153568
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.160136461257935,True,91.58444334227453,0.410802283575421,2025-10-20T16:32:12.446083
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.153287887573242,True,37.64566619731198,0.48280757352173886,2025-10-20T16:32:20.745922
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.128577947616577,True,10.832107614154333,0.4883609476688646,2025-10-20T16:32:29.013901
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.14221715927124,True,86.48633581131303,0.3603431528983113,2025-10-20T16:32:37.308766
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.149434328079224,True,90.90456074722879,0.3864968347472737,2025-10-20T16:32:45.599898
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.129430532455444,True,93.49732558739937,0.6665102748576126,2025-10-20T16:32:53.880766
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.150745868682861,True,76.46512819467927,0.507813434575446,2025-10-20T16:33:02.173825
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.155911207199097,True,74.94891573071905,0.4751389127204414,2025-10-20T16:33:10.487156
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.113439559936523,True,89.45301897076757,0.36436466204387985,2025-10-20T16:33:18.724877
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,"['AES_192', 'AES_256_GCM']",[],6.143070220947266,True,60.14490537969078,0.7011504090160776,2025-10-20T16:33:27.015047
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.158934831619263,True,54.213599341646905,0.5462250627476508,2025-10-20T16:33:35.322116
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.1511757373809814,True,59.39052646438794,0.469247528089881,2025-10-20T16:33:43.623740
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.1581339836120605,True,56.56302680856237,0.3596741766281119,2025-10-20T16:33:51.931078
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['PQC_DILITHIUM', 'AES_256_GCM']",[],6.128373146057129,True,70.91785247823515,0.4646634254398602,2025-10-20T16:34:00.203051
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.141967058181763,True,95.12848869466602,0.594087467897342,2025-10-20T16:34:08.493212
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.143333435058594,True,60.67493588412622,0.7165015633052142,2025-10-20T16:34:16.786601
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.143019437789917,True,81.1152310792803,0.4661013503917849,2025-10-20T16:34:25.073168
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.1109654903411865,True,32.88890163789392,0.490452810333879,2025-10-20T16:34:33.328887
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.121307134628296,True,75.28842639542462,0.6838092319283036,2025-10-20T16:34:41.596372
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.1403093338012695,True,62.940873481920164,0.6257073583801984,2025-10-20T16:34:49.876479
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.152724266052246,True,68.84483814768488,0.7617189218423355,2025-10-20T16:34:58.176676
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.130456924438477,True,36.71466870638837,0.5327034577140684,2025-10-20T16:35:06.450221
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.118099689483643,True,53.936716716497166,0.6157575702895375,2025-10-20T16:35:14.715629
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.130316257476807,True,37.458529030412855,0.32172512008438425,2025-10-20T16:35:22.990251
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.139603853225708,True,36.41388773254157,0.6568908996972647,2025-10-20T16:35:31.265449
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.127572536468506,True,41.44523222397741,0.4839865447416008,2025-10-20T16:35:39.527505
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.147680997848511,True,67.54054251536445,0.425091856329449,2025-10-20T16:35:47.814079
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.151636123657227,True,56.97647462373833,0.5997467153852105,2025-10-20T16:35:56.112011
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.161082983016968,True,21.403737753208645,0.33792531346974525,2025-10-20T16:36:04.420399
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.146636009216309,True,73.07794953848735,0.45148501138623054,2025-10-20T16:36:12.702047
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.102763652801514,True,27.19631873359926,0.3577076742410294,2025-10-20T16:36:20.954634
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.154551982879639,True,16.878472872433925,0.5538592072774611,2025-10-20T16:36:29.256962
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.131339073181152,True,84.8499261072203,0.6958006610979915,2025-10-20T16:36:37.537187
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.141445875167847,False,180.9533998693098,0.5142875385059696,2025-10-20T16:36:45.804005
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.139850378036499,True,81.48597826007425,0.4272428201057769,2025-10-20T16:36:54.090545
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.136401653289795,True,72.76385527911955,0.6692756445896312,2025-10-20T16:37:06.452214
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.144021511077881,False,432.57695326068654,0.3911861817402008,2025-10-20T16:37:14.748796
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.153928518295288,True,67.28905700888447,0.38766963183612024,2025-10-20T16:37:23.052479
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.143299341201782,True,15.542518556500706,0.604853918097138,2025-10-20T16:37:31.341250
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.1344709396362305,True,15.882407403466527,0.35370651290183625,2025-10-20T16:37:39.624294
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.143632173538208,True,23.87347413629919,0.4656362048196221,2025-10-20T16:37:47.917444
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.158524036407471,True,99.80069318826398,0.4781891091780243,2025-10-20T16:37:56.218381
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.150088548660278,True,30.202649272164965,0.38703402175825763,2025-10-20T16:38:04.511609
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.143383502960205,True,96.74299636964737,0.673559990683049,2025-10-20T16:38:12.799192
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.132512331008911,True,44.78114576508852,0.5945251949083298,2025-10-20T16:38:21.078734
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.125156879425049,True,79.5363321506635,0.6347281624882454,2025-10-20T16:38:29.344286
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.1489434242248535,True,55.294840824110416,0.5955356813568935,2025-10-20T16:38:37.630250
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.16139554977417,True,46.61513349042326,0.36717397738987007,2025-10-20T16:38:45.931384
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.142986059188843,True,92.8476661020962,0.6691323133066513,2025-10-20T16:38:54.222940
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.1556620597839355,True,35.27136995266697,0.7465032143900254,2025-10-20T16:39:02.527253
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.157136678695679,True,49.120660966518756,0.5073808194241289,2025-10-20T16:39:10.825521
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.159319162368774,True,80.39568718428431,0.3910424765600682,2025-10-20T16:39:19.127305
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.118235349655151,True,65.93493427980377,0.4498734726931003,2025-10-20T16:39:27.392584
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.153445482254028,True,48.11747492443593,0.7715230568849824,2025-10-20T16:39:35.691806
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.12321925163269,True,98.64856232754536,0.5110710486898885,2025-10-20T16:39:43.946813
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.153032302856445,True,89.55647538286877,0.36999412955219857,2025-10-20T16:39:52.245466
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.143941402435303,False,295.389767854962,0.3550192887036669,2025-10-20T16:40:00.526349
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.100268363952637,False,384.9681605374502,0.7172817220079184,2025-10-20T16:40:08.774307
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.1531665325164795,True,76.08299518419453,0.643244283704766,2025-10-20T16:40:17.066860
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.121725797653198,True,80.17555177561688,0.7909593415264075,2025-10-20T16:40:25.336836
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.138910531997681,False,394.1537179833699,0.6026248102785181,2025-10-20T16:40:33.622007
