scenario_name,scenario_category,request_id,security_level,risk_score,conf_score,has_qkd,proposed_algorithms,fallback_algorithms,response_time,feedback_success,feedback_latency,feedback_resource_usage,timestamp
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.13156795501709,True,69.41247583195906,0.39413023399370056,2025-10-20T17:28:23.155688
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.1506264209747314,False,121.65438694492927,0.6482874326072914,2025-10-20T17:28:31.454615
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.108649492263794,True,13.401159394892215,0.7849550296767753,2025-10-20T17:28:39.713172
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.1323301792144775,True,71.91039024243688,0.7629096096607298,2025-10-20T17:28:47.982265
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.12739372253418,True,96.29465639032011,0.5718586849697015,2025-10-20T17:28:56.258691
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.141120910644531,False,316.6190084630468,0.5919463397181792,2025-10-20T17:29:04.533291
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.1608498096466064,True,68.75309768340293,0.5017875294605914,2025-10-20T17:29:12.843773
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.135998487472534,True,79.01933183900698,0.7271349137535805,2025-10-20T17:29:21.114867
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.1609251499176025,True,43.29964719462045,0.4466145591848225,2025-10-20T17:29:29.406517
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.144589900970459,True,12.56195547548771,0.3141503099451629,2025-10-20T17:29:37.706816
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.150636434555054,True,25.2753243061177,0.46335125160988117,2025-10-20T17:29:45.995102
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.149024486541748,True,45.08748156691823,0.5458769848102347,2025-10-20T17:29:54.278408
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.117661237716675,True,82.0176626197639,0.5292950209350757,2025-10-20T17:30:02.533250
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.135970592498779,True,56.06621331511905,0.7750263618417916,2025-10-20T17:30:10.816480
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.137004137039185,True,79.32697901835992,0.6288538308171678,2025-10-20T17:30:19.082016
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.15475606918335,False,499.390477842989,0.39909607917304796,2025-10-20T17:30:27.379221
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.130484580993652,True,55.615896844523185,0.7761457784726891,2025-10-20T17:30:35.659587
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['AES_192', 'AES_256_GCM']",[],6.160639524459839,True,42.99835609771086,0.6386084510731,2025-10-20T17:30:43.962437
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.166726589202881,True,73.40752534847681,0.5449210290043143,2025-10-20T17:30:52.262246
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.134498357772827,False,255.30095125474134,0.5016362710530571,2025-10-20T17:31:00.533301
Ultra Security with QKD,quantum,exp-ultra-qkd-001,ultra,0.95,0.98,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.140190839767456,True,39.578255774947294,0.7248948193603908,2025-10-20T17:31:08.815414
High Security with QKD,quantum,exp-high-qkd-002,high,0.85,0.9,True,"['QKD_MDI-QKD', 'PQC_KYBER', 'AES_256_GCM']",[],6.1432530879974365,True,66.46739495819561,0.5411315979829563,2025-10-20T17:31:17.107446
Very High Security with PQC,post_quantum,exp-veryhigh-pqc-003,very_high,0.82,0.88,False,"['AES_192', 'AES_256_GCM']",[],6.126535177230835,True,46.60611918015563,0.7325839980011535,2025-10-20T17:31:25.385640
High Security Hybrid,hybrid,exp-high-hybrid-004,very_high,0.78,0.82,False,"['HYBRID_ECC_PQC', 'AES_256_GCM']",[],6.156925916671753,True,95.1992699570935,0.3612820350658392,2025-10-20T17:31:33.693546
Moderate Security Classical,classical,exp-moderate-classical-005,moderate,0.45,0.5,False,['AES_256_GCM'],[],6.1385087966918945,True,45.1500339036924,0.5059692077758049,2025-10-20T17:31:41.981218
Low Security Minimal,classical,exp-low-minimal-006,low,0.15,0.2,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.164662599563599,True,90.14809274029275,0.6951519839831721,2025-10-20T17:31:50.292908
Peak Attack Time with QKD,stress_test,exp-peak-qkd-007,high,0.88,0.85,True,"['ECC_521', 'PQC_KYBER', 'AES_256_GCM']",[],6.160722255706787,True,44.81712397771871,0.7025946030553961,2025-10-20T17:31:58.601141
Limited Resources High Security,stress_test,exp-limited-high-008,high,0.75,0.8,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.156521320343018,True,14.278385357582923,0.7413348023458192,2025-10-20T17:32:06.902308
High Latency Network,network_conditions,exp-highlatency-009,high,0.65,0.7,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.145167589187622,True,31.60920070753797,0.5341122242227399,2025-10-20T17:32:15.194568
Night Weekend High Risk,temporal,exp-night-weekend-010,high,0.7,0.75,True,"['AES_192', 'PQC_KYBER', 'AES_256_GCM']",[],6.127297878265381,True,80.38687155135132,0.453723380331619,2025-10-20T17:32:23.463950
